Unique ID,Product Code,Subproduct Code,Product Name,Description,materials,Size (imp),Size (met),Power,Trade Price,RRP,Category,Range,ImageName,ThumbImageURL,ViewImageURL,Hi-Res URL,Stock,StockLevel,MPN,Manufacturer,IsMan,IsWoman,IsLingerie,IsCouples,IsFetish,IsGayMale,IsGayFemale
N9625 NS6666,N9625,NS6666,"Rocks Off O-BOY 7 Speed - Black","Rocks Off's newest boy in town is sure to become your best bedroom buddy. For either first-timers or experienced P-spot enthusiasts, the sleek, stream-lined and unintimidating O-BOY provides you with unique lines and clever angles to provide the optimum fit against your P-spot whilst 7 speeds of thunderous vibration targets your perineum, launching you into complete and utter orgasmic O-BOY orbit. O-BOY's clever hands-free design leaves you free to pleasure and explore yourself or your partner. Enjoy! OH WOW! OH GOSH! O-BOY!

1 x 1.5 volt N-size / LR1 (Included)","medical grade silicone","Length 5.5&quot;- Insertable Length: 5&quot;","Length: 13.97cm- Insertable Length: 12.7cm","N size batteries x 1",18.33,39.99,Anal Vibrators,Anal Toys,"n9625-rocks_off_o_boy_7_speed","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9625-rocks_off_o_boy_7_speed.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9625-rocks_off_o_boy_7_speed.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9625-rocks_off_o_boy_7_speed.jpg","In Stock",1,"O-BOY black","Rocks Off Ltd",-1,0,0,0,0,-1,0
N9627,N9627,,"Electrastim Noir Lula Kegel Ball","The ElectraStim Silicone Noir Lula Kegel Balls are the world's first toy to combine the pleasurable G-spot massaging properties of a jiggle ball with the practical application of a Kegel toning system. Our patent-pending design features bi-polar conductive contacts and a free-roaming weight that jiggles in time with movement. During wear the top ball rhythmically massages the G-spot while the bottom ball causes the vaginal muscles to clench and relax in time with an ElectraStim Stimulator pattern.

Compatible with the full range of ElectraStim stimulators, Lula is the perfect electrode for women who want tailored stimulation to match their unique bodily desires. Choose a throbbing or pulsating pattern setting and enjoy hands-free pleasure. For an added orgasmic boost, team Lula's internal stimulation with clitoral stimulation using your fingers or a bullet vibrator.

THIS ITEM IS AN ELECTRASTIM ACCESSORY AND YOU WILL NEED TO PURCHASE AN ELECTROPLAY MAINS PACK SUCH AS N8720 ElectraStim Flick Stimulator Pack EM60-E, N8738 Electrastim Flick Duo Stimulator Pack OR N6889 Electrastim Sex Adventure Pack TO USE THIS WITH.","silicone","insertable length 3.75&quot;- circumference 4.45&quot;","insertable length 95mm- circumference 113mm","None Required",29,59,Fetish,Bondage,"n9627-electrastim_noir_lula_kegel_ball","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9627-electrastim_noir_lula_kegel_ball.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9627-electrastim_noir_lula_kegel_ball.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9627-electrastim_noir_lula_kegel_ball.jpg","In Stock",2,"EM3103","Electrastim",0,-1,0,-1,-1,0,-1
N9628 NS6669,N9628,NS6669,"We-Vibe 4 Plus - Slate","The No. 1 couples vibrator just got an upgrade!

Use We-Vibe 4 Plus together, during sex or when you’re apart. Features stimulation to the clitoris and G-spot and deep, intense rumbles for him.

To use: Apply a water-based lubricant to the G-Spot stimulator. Slide the G-Spot stimulator into the vagina, resting the clitoral stimulator on or near the clitoris. Then simply have sex in your favourite position!

Use the We-Vibe 4 Plus in conjunction with the We-Connect app to get more remote control features and 5 bonus modes to control the clitoral and G-spot stimulators independently. Also make custom vibration playlists and choose vibrations, duration and intensity, you can then, save and play your custom pattern. 

Play with your lover from anywhere in the world. No sign-in required!
","silicone","2.94&quot; x 1.63&quot; x 1.24&quot;","74.7 x 41.6 x 31.4 mm","None Required",67,128.99,Remote Control,Couples,"n9628-we_vibe4_plus","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9628-we_vibe4_plus.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9628-we_vibe4_plus.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9628-we_vibe4_plus.jpg","Out of Stock",0,"3000011674","We-Vibe",0,0,0,-1,0,0,0
N9628 NS6670,N9628,NS6670,"We-Vibe 4 Plus - Pink","The No. 1 couples vibrator just got an upgrade!

Use We-Vibe 4 Plus together, during sex or when you’re apart. Features stimulation to the clitoris and G-spot and deep, intense rumbles for him.

To use: Apply a water-based lubricant to the G-Spot stimulator. Slide the G-Spot stimulator into the vagina, resting the clitoral stimulator on or near the clitoris. Then simply have sex in your favourite position!

Use the We-Vibe 4 Plus in conjunction with the We-Connect app to get more remote control features and 5 bonus modes to control the clitoral and G-spot stimulators independently. Also make custom vibration playlists and choose vibrations, duration and intensity, you can then, save and play your custom pattern. 

Play with your lover from anywhere in the world. No sign-in required!
","silicone","2.94&quot; x 1.63&quot; x 1.24&quot;","74.7 x 41.6 x 31.4 mm","None Required",67,128.99,Remote Control,Couples,"n9628-we_vibe4_plus","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9628-we_vibe4_plus.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9628-we_vibe4_plus.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9628-we_vibe4_plus.jpg","Out of Stock",0,"3000011672","We-Vibe",0,0,0,-1,0,0,0
N9628 NS6671,N9628,NS6671,"We-Vibe 4 Plus - Purple","The No. 1 couples vibrator just got an upgrade!

Use We-Vibe 4 Plus together, during sex or when you’re apart. Features stimulation to the clitoris and G-spot and deep, intense rumbles for him.

To use: Apply a water-based lubricant to the G-Spot stimulator. Slide the G-Spot stimulator into the vagina, resting the clitoral stimulator on or near the clitoris. Then simply have sex in your favourite position!

Use the We-Vibe 4 Plus in conjunction with the We-Connect app to get more remote control features and 5 bonus modes to control the clitoral and G-spot stimulators independently. Also make custom vibration playlists and choose vibrations, duration and intensity, you can then, save and play your custom pattern. 

Play with your lover from anywhere in the world. No sign-in required!
","silicone","2.94&quot; x 1.63&quot; x 1.24&quot;","74.7 x 41.6 x 31.4 mm","None Required",67,128.99,Remote Control,Couples,"n9628-we_vibe4_plus","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9628-we_vibe4_plus.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9628-we_vibe4_plus.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9628-we_vibe4_plus.jpg","Out of Stock",0,"3000011673","We-Vibe",0,0,0,-1,0,0,0
N9629 NS6672,N9629,NS6672,"Fever Gangster Lady Costume - Small","Fever Gangster Lady Costume, Black, With Pinstripe Dress and Scarf

Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Washing Instructions	Dry Clean Only

","100% polyester","8-10- 12-14","8-10- 12-14","None Required",12.94,39.99,Costumes,Sexy Lingerie,"n9629-fever_gangster_lady_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9629-fever_gangster_lady_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9629-fever_gangster_lady_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9629-fever_gangster_lady_costume.jpg","In Stock",1,"30457S ","Fever Lingerie",0,-1,-1,0,0,0,-1
N9629 NS6673,N9629,NS6673,"Fever Gangster Lady Costume - Medium","Fever Gangster Lady Costume, Black, With Pinstripe Dress and Scarf

Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Washing Instructions	Dry Clean Only

","100% polyester","8-10- 12-14","8-10- 12-14","None Required",12.94,39.99,Costumes,Sexy Lingerie,"n9629-fever_gangster_lady_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9629-fever_gangster_lady_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9629-fever_gangster_lady_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9629-fever_gangster_lady_costume.jpg","In Stock",1,"30457M","Fever Lingerie",0,-1,-1,0,0,0,-1
N9630 NS6674,N9630,NS6674,"Fever UK Policewoman Costume - Small","Fever Uk Policewoman Costume, With Dress, Neck Tie, Hat and Belt

Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Washing Instructions: Dry Clean Only","various","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",15,35.99,Costumes,Sexy Lingerie,"n9630-fever_uk_policewoman_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9630-fever_uk_policewoman_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9630-fever_uk_policewoman_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9630-fever_uk_policewoman_costume.jpg","In Stock",1,"22814S","Fever Lingerie",0,-1,-1,0,0,0,-1
N9630 NS6675,N9630,NS6675,"Fever UK Policewoman Costume - Medium","Fever Uk Policewoman Costume, With Dress, Neck Tie, Hat and Belt

Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Washing Instructions: Dry Clean Only","various","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",15,35.99,Costumes,Sexy Lingerie,"n9630-fever_uk_policewoman_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9630-fever_uk_policewoman_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9630-fever_uk_policewoman_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9630-fever_uk_policewoman_costume.jpg","In Stock",1,"22814M","Fever Lingerie",0,-1,-1,0,0,0,-1
N9630 NS6676,N9630,NS6676,"Fever UK Policewoman Costume - Large","Fever Uk Policewoman Costume, With Dress, Neck Tie, Hat and Belt

Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Washing Instructions: Dry Clean Only","various","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",15,35.99,Costumes,Sexy Lingerie,"n9630-fever_uk_policewoman_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9630-fever_uk_policewoman_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9630-fever_uk_policewoman_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9630-fever_uk_policewoman_costume.jpg","In Stock",1,"22814L","Fever Lingerie",0,-1,-1,0,0,0,-1
N9631 NS6677,N9631,NS6677,"Fever Army Girl Costume - Small","Fever Army Girl Costume, with Dress and Hat

Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Washing Instructions:	Dry Clean Only","100% polyester","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",9.75,26.99,Costumes,Sexy Lingerie,"n9631-fever_army_girl_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9631-fever_army_girl_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9631-fever_army_girl_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9631-fever_army_girl_costume.jpg","Out of Stock",0,"33829S","Fever Lingerie",0,-1,-1,0,0,0,-1
N9631 NS6678,N9631,NS6678,"Fever Army Girl Costume - Medium","Fever Army Girl Costume, with Dress and Hat

Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Washing Instructions:	Dry Clean Only","100% polyester","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",9.75,26.99,Costumes,Sexy Lingerie,"n9631-fever_army_girl_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9631-fever_army_girl_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9631-fever_army_girl_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9631-fever_army_girl_costume.jpg","In Stock",1,"33829M","Fever Lingerie",0,-1,-1,0,0,0,-1
N9631 NS6679,N9631,NS6679,"Fever Army Girl Costume - Large","Fever Army Girl Costume, with Dress and Hat

Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Washing Instructions:	Dry Clean Only","100% polyester","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",9.75,26.99,Costumes,Sexy Lingerie,"n9631-fever_army_girl_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9631-fever_army_girl_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9631-fever_army_girl_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9631-fever_army_girl_costume.jpg","In Stock",1,"33829L","Fever Lingerie",0,-1,-1,0,0,0,-1
N9632 NS6680,N9632,NS6680,"Fever Sexy Convict Costume - Small","Fever Sexy Convict Costume, with Dress and Hat

Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Washing Instructions: Dry Clean Only

Packaging: In Display Bag","100% polyester","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",12.35,29.99,Costumes,Sexy Lingerie,"n9632-fever_sexy_convict_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9632-fever_sexy_convict_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9632-fever_sexy_convict_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9632-fever_sexy_convict_costume.jpg","In Stock",1,"26946S","Fever Lingerie",0,-1,-1,0,0,0,-1
N9632 NS6681,N9632,NS6681,"Fever Sexy Convict Costume - Medium","Fever Sexy Convict Costume, with Dress and Hat

Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Washing Instructions: Dry Clean Only

Packaging: In Display Bag","100% polyester","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",12.35,29.99,Costumes,Sexy Lingerie,"n9632-fever_sexy_convict_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9632-fever_sexy_convict_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9632-fever_sexy_convict_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9632-fever_sexy_convict_costume.jpg","In Stock",1,"26946M","Fever Lingerie",0,-1,-1,0,0,0,-1
N9632 NS6682,N9632,NS6682,"Fever Sexy Convict Costume - Large","Fever Sexy Convict Costume, with Dress and Hat

Adult size fancy dress costume. Not for children. Dyes may not be colourfast. Warning! Keep away from fire.

Washing Instructions: Dry Clean Only

Packaging: In Display Bag","100% polyester","8-10- 12-14- 16-18","8-10- 12-14- 16-18","None Required",12.35,29.99,Costumes,Sexy Lingerie,"n9632-fever_sexy_convict_costume","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9632-fever_sexy_convict_costume.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9632-fever_sexy_convict_costume.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9632-fever_sexy_convict_costume.jpg","In Stock",1,"26946L","Fever Lingerie",0,-1,-1,0,0,0,-1
N9635,N9635,,"OhMiBod blueMotion POS Pack","Display, blueMotion sample, and blueMotion counter cards.","Select Materials","","","None Required",32.02,109,OhMiBod,Point of Sale,"n9635-ohmibod_bluemotion_pos_pack","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9635-ohmibod_bluemotion_pos_pack.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9635-ohmibod_bluemotion_pos_pack.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9635-ohmibod_bluemotion_pos_pack.jpg","In Stock",6,"","Oh Mi Bod",-1,-1,-1,-1,-1,-1,-1
N9638 NS6685,N9638,NS6685,"FX Perfect 3 inch Extension - Flesh","The Perfect 3&#8243; Extension is a customizable extension that can be easily trimmed at the base for a perfect fit. It's super-stretchy to accommodate most sizes and snug enough to help you last longer. Your partner will enjoy deeper penetration with the 3&#8243; extension at the tip, while the ultra-lifelike shaft makes you 33% thicker all around. The soft Fanta Flesh material feels just like a second skin, giving you the length, girth.

+ 3&#8243; (76 mm) Extension
+ Adds 33% Girth
+ Ultra-Lifelike Fanta Flesh
+ Trim for Perfect Fit
+ Phthalate-Free
+ Includes FREE Lube and Toy Cleaner

Item measurements: 
Length: 9&#8243; (22.8 cm) 
Width: 1.75&#8243; (4.4 cm) 
Inner diameter: 1&#8243; (2.5 cm)","TPE","Length: 9&#8243;- Width: 1.75&#8243;- Inner diameter: 1&#8243;","Length: 22.8cm- Width: 4.4cm- Inner diameter: 2.5cm","None Required",15.32,37.99,Sleeves & Rings,Toys For Him,"n9638-fx_perfect_3_inch_extension","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n9638-fx_perfect_3_inch_extension.gif","http://www.net1on1uk.co.uk/modules/shop/images/n9638-fx_perfect_3_inch_extension.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n9638-fx_perfect_3_inch_extension.jpg","In Stock",5,"PD4112-21","Pipedream Products",-1,0,0,-1,0,-1,0
